id,positive,negative
471837213823868000,1,0
293393414689521000,0,0
509360484773269000,0,0
524781413871386000,0,0
420405449909731000,0,0
393275911534944000,0,0
519913227900428000,0,0
402598079502630000,1,0
490341312655134000,0,0
347003741821607000,0,0
428977265310179000,0,0
431434657796595000,0,0
428717256327962000,1,0
502914888176775000,2,0
526413392651628000,0,0
471971049647898000,1,0
509534175020343000,2,0
538043270438617000,0,0
473290506513182000,1,0
376375076943589000,0,0
487941361321013000,0,1
370730869264113000,1,0
333671999605989000,0,0
409496337931980000,1,0
425290652516368000,0,0
515217721525796000,0,0
294570529250222000,1,0
518528692180779000,0,0
325358625021362000,0,0
514448796541923000,0,0
373997678159740000,0,1
504672406439739000,1,0
467704041531658000,0,0
370760090933944000,1,0
424221364837314000,0,0
308436571198205000,0,0
526328009071284000,0,0
347337587205234000,2,0
346983537989259000,1,0
435606165783711000,0,1
367801982662094000,0,0
369522947368554000,0,0
373265776473411000,0,0
514100073698193000,0,0
392132582025854000,1,1
307024164626247000,1,1
505761415299624000,1,0
370754827115966000,4,1
329266734882230000,1,0
346019934201057000,0,0
470133579523952000,1,0
526121477280923000,0,0
443386696160116000,2,0
519220441920307000,0,0
409104938220789000,0,0
321204468630814000,1,0
407209041409355000,0,0
461326342290964000,0,1
546397594164158000,1,1
452279958333693000,2,0
346998087643967000,1,0
516298484358471000,0,0
428201629318279000,0,0
359728945521901000,1,0
542364494065061000,1,0
510785155741806000,0,0
406894258717601000,0,0
408242228654374000,0,0
388340847559073000,0,0
410483379453165000,4,1
514942360921579000,1,0
310638216107675000,0,0
468871865768103000,0,0
535383113057464000,0,1
486968731411550000,1,0
549059119421079000,0,0
385201150636486000,1,0
368359485313921000,0,0
293211390389415000,0,0
331638546676994000,0,0
403313254333562000,0,1
436947000777781000,1,0
540170612942323000,0,1
494497880506253000,0,0
466086848184729000,1,0
412384959270518000,0,0
454418323632295000,0,0
506115502864105000,0,1
545836325161541000,0,0
514962879511277000,1,0
293226448012054000,1,0
406900604720918000,1,0
360573628041015000,0,0
335241457915002000,0,0
445181606454505000,0,0
299534139982487000,0,0
383786412140949000,0,0
297443245737263000,1,0
413915838412902000,0,0
347000227024207000,1,0
536995696839127000,1,0
473509079873114000,2,1
317629638207762000,0,1
368721667373010000,0,0
474365439460777000,0,0
385553011163922000,0,1
365089710554619000,0,0
471835216999632000,1,0
413015635921096000,0,0
439220686897160000,0,0
527998516593827000,0,0
434339888318533000,0,0
398950905434742000,0,0
391258363306459000,1,0
526105840802361000,0,1
533041516911276000,0,0
533107195299520000,2,0
385783798270398000,0,0
424060303668965000,0,0
441820614220079000,0,0
501077455738650000,1,0
346997043614584000,1,0
506552796926078000,0,0
440254444169883000,0,0
472720781563428000,0,1
489081981406167000,1,0
485308986963419000,0,0
407546376604499000,0,0
421327089501876000,0,0
347340510844837000,0,0
509038400129609000,0,0
515168962620186000,0,0
430525236073623000,1,0
347065381262864000,0,1
434834468134612000,1,0
335871110979661000,0,0
408344489896329000,0,0
357427207859216000,0,0
448489989710413000,0,0
358679371227217000,0,0
294179901039316000,0,0
490445423635484000,0,0
338044699896061000,0,0
303546977252175000,1,0
388324196192751000,0,0
406529555915341000,0,0
339131096069447000,0,1
540164921288183000,0,0
328164220199919000,0,0
547059979602395000,0,0
443037792797728000,2,0
526151919526764000,0,0
323871198842867000,1,0
526812199671836000,1,0
439244783068774000,0,2
526494879283970000,0,0
304286802141929000,0,0
393063298016362000,0,0
360127639102566000,1,0
462687121254268000,1,0
301925039937294000,1,0
315882362737131000,0,0
495450973184458000,0,0
534773349126524000,0,0
547781123099881000,2,0
337737106724093000,0,0
466635072972816000,0,1
437599751903514000,0,0
503276810407510000,2,0
377585926379433000,0,0
523903730727813000,1,0
334402324556554000,2,1
355139555021701000,1,0
527036729018970000,0,0
373972323944378000,1,0
366603950939578000,1,0
526179111291863000,0,0
526222106946990000,1,0
454363130978897000,1,1
421494706481410000,0,0
443525552558051000,0,0
298583802819792000,0,0
387800721670025000,0,1
346842160215240000,0,0
529125068690178000,0,0
300421386084696000,2,0
373013765949620000,0,0
385923678527303000,1,0
487474862286721000,0,0
408285928843915000,0,2
332502225135992000,2,0
404353055803834000,1,0
321318944038346000,0,0
414841261061722000,0,0
507569236127272000,0,0
440515711857729000,1,0
468935275444711000,1,0
544200143826714000,0,1
321386488891846000,0,0
338710013147238000,0,0
408920791477395000,0,0
370289619901759000,0,0
526154834500915000,0,0
438389073854861000,0,0
509643918963916000,1,0
470171609438105000,0,0
450035880036548000,1,1
356062524229160000,0,0
357979203305607000,0,1
475641560445358000,0,0
363330166539288000,0,0
545944076739416000,1,1
316927935321894000,0,0
356418565756301000,0,0
481061075354669000,2,1
361407778721505000,0,2
314770016182616000,0,0
351447397018251000,0,0
347030023410184000,1,0
294822015817355000,0,0
347178669233549000,1,0
418910017216331000,0,0
411345577444528000,0,0
418509033125851000,1,0
549920012585435000,0,1
448929653277749000,0,0
344215662153052000,0,0
394797277954707000,0,0
326815600246665000,1,0
354087652825382000,1,0
432165859046338000,0,0
498180072801841000,1,0
395939454189178000,0,0
473268033549770000,1,0
479795301406867000,1,0
497080686990589000,1,0
454984617716895000,0,0
346987484414091000,1,0
504603175283068000,1,0
462600437569318000,0,0
290689636106387000,1,0
444997547644698000,0,0
384138054086041000,0,0
324190855084777000,0,0
339800334815862000,0,0
426090849940692000,0,1
436208803164733000,1,0
475595549131812000,0,0
349226022589300000,0,0
333064945619058000,0,0
424647573476245000,0,0
409496086324060000,1,0
449558245242568000,1,0
504435851833520000,0,0
396263598399295000,1,0
401756479780569000,0,0
531500982367440000,1,0
364823405695991000,0,0
509581482789470000,0,0
420335464034631000,0,0
457582519383494000,2,1
324621711058280000,1,0
353349388313165000,0,0
536918974530088000,2,0
396317579155087000,0,0
295916145947598000,1,1
488515104498274000,0,0
407681974430466000,2,0
368789040730238000,0,2
525320646096846000,0,1
397363768490860000,0,1
346769099738718000,0,0
418856133022220000,1,0
332279033473687000,1,0
414077893783085000,1,1
515212201742057000,0,0
468334034574000000,0,1
355815106325651000,0,0
407214405894807000,1,0
445193799321411000,0,0
432262714027544000,1,0
469716502200213000,0,0
313874222235668000,1,1
548346003611328000,3,0
347788072253022000,1,0
350046646203199000,1,0
465036195849076000,0,0
320539449136128000,2,0
371109149427240000,0,0
342756224401555000,0,0
420412127258480000,0,0
538177072879767000,1,0
442016949749313000,3,0
437826063876366000,0,0
474723746226647000,0,0
473969740591808000,1,0
403915036240130000,1,0
509978687438323000,0,0
425360537716027000,1,0
347030149037961000,0,1
299234670850232000,0,1
471469608206352000,1,0
526356417058332000,0,0
346824791581409000,1,0
474359403731492000,1,0
394899019081609000,0,0
439156471969107000,0,0
514947889379168000,1,1
380496529972162000,1,0
421334329164177000,0,0
453158019396681000,0,0
409791801474568000,0,0
376355455934935000,0,0
370843595152310000,2,0
489066844058185000,0,1
406135194760912000,0,0
393132336461541000,0,2
311885409137328000,0,0
299201669969883000,0,0
419141723093098000,1,0
370694596860207000,0,0
296441071515348000,0,0
541724040759480000,0,1
419710403489583000,0,0
400698550486458000,2,0
391683812440023000,0,1
526185285101826000,0,0
465984221887344000,0,0
428579418550722000,0,0
549011971203268000,1,0
385078098334453000,0,0
345543968693555000,0,0
437583889175805000,0,0
419551502269550000,0,0
456813468482416000,0,0
364005088785731000,0,0
529340223730483000,1,0
352579771214995000,1,1
440544681542168000,0,0
306506083894173000,0,0
538839684781461000,0,0
413818912120111000,0,2
481162715746951000,0,0
335876181888995000,1,1
309081952898654000,1,0
339468565444976000,1,0
341331209776947000,1,0
452567977242529000,1,0
485736231242715000,0,0
403960561198587000,0,0
545660470708162000,0,0
310999316271616000,0,1
372336616440090000,1,0
347320310925762000,0,0
293226586101129000,0,0
516772663277391000,0,0
346972783630245000,0,0
548103011013107000,2,0
423244947823681000,1,0
471735019330105000,1,0
320211924304396000,1,0
330472353903546000,0,0
305399320692285000,1,0
370653027239464000,1,0
411295807674281000,0,0
477231843540873000,0,0
526154436289527000,0,0
545675041568874000,0,0
497913994402082000,0,0
402946236086366000,1,0
492709391540318000,0,0
467901173840637000,0,0
372874045374881000,0,0
361966983975145000,0,0
519946895557681000,0,0
357654392440233000,1,0
444303029743808000,1,0
288456668612800000,0,0
505802012143779000,2,0
377095389847236000,0,1
543437388513820000,0,0
393751080221573000,0,0
416982944293859000,0,0
528567595583418000,0,0
309795777415352000,2,0
397503367402237000,0,0
308363439464644000,1,0
481917971749548000,0,1
494146070700888000,0,0
287952559522586000,0,0
528413228230254000,0,0
326392365478707000,0,0
539426484918976000,1,0
429019644427390000,0,0
495303258416885000,0,0
410128830813466000,0,0
419545206577704000,0,0
346996984521048000,0,0
456751811983319000,0,0
516263260610244000,0,0
347014235903111000,1,0
512714233524396000,0,0
526148237091426000,0,0
526157418418675000,0,0
401467039115517000,0,0
354525277868658000,0,0
298490047878033000,2,0
474577369424863000,0,1
518148235202813000,1,0
439147450105085000,0,0
533686978492252000,1,0
456766634800480000,0,1
450798828187172000,1,0
492521499329183000,0,0
316415978676293000,0,0
509647270598696000,1,0
419141958099927000,1,0
401790365369253000,0,0
294198930877587000,0,0
346822417819250000,1,0
413034476571078000,0,0
398762954566696000,0,1
527109697338638000,1,0
337808804022456000,1,0
448568997714608000,1,0
399873467996073000,0,0
548639194000924000,1,0
428923276304207000,2,0
515236268666806000,0,1
488686399537704000,0,0
373510912675966000,0,0
353272074581704000,0,0
433738014133465000,0,0
468943638702350000,0,0
337300827779764000,0,0
328162294737559000,0,0
405900271940677000,0,0
379657493099859000,0,0
510781745860726000,1,1
503437616046276000,2,0
391261668618956000,1,0
336164540431605000,0,0
332495702733250000,1,0
413819734237270000,1,0
380443354724859000,0,0
547960286922436000,0,0
499879013004087000,0,0
451183026286772000,0,1
395704061460504000,0,0
317362020796219000,0,0
505630096074735000,0,0
319514269257445000,1,0
347332457827291000,0,0
353352240121131000,0,0
387418368979914000,0,0
534829431337267000,1,0
539783361372635000,0,0
385850697465331000,0,0
414926569141186000,0,0
435224773170577000,0,0
459044716365893000,0,1
461189075484282000,0,0
358219948100816000,0,1
501758115730427000,0,1
361346721965547000,0,1
495880109052534000,0,0
431540375107694000,1,0
295290619885137000,0,0
518421678884679000,0,0
413514258874650000,1,1
323446190064689000,0,0
420198020597047000,0,0
354429115090219000,1,0
502164065721257000,0,0
300636751079292000,0,1
514943250285604000,1,0
424181938652323000,0,0
503265569907294000,2,0
509360799375441000,1,0
441755614868283000,0,0
308772522193727000,0,0
344594906691538000,0,0
542051427065929000,0,0
327062619682897000,0,0
415157583004315000,0,0
